"domain","subdivision","class","order","family","ecological_function"
"Eukaryota","Discosea_X","Centramoebia","Acanthopodida","Acanthamoebidae","phagotrophs"
"Eukaryota","Discosea_X","Centramoebia","Acanthopodida","Acanthopodida_X","phagotrophs"
"Eukaryota","Discosea_X","Centramoebia","Acanthopodida","Balamuthiidae","phagotrophs"
"Eukaryota","Discosea_X","Centramoebia","Himatismenida","Cochliopodiidae","phagotrophs"
"Eukaryota","Discosea_X","Centramoebia","Himatismenida","Himatismenida_X","phagotrophs"
"Eukaryota","Discosea_X","Centramoebia","Himatismenida","Parvamoebidae","phagotrophs"
"Eukaryota","Discosea_X","Centramoebia","Pellitida","Endostelium-lineage","phagotrophs"
"Eukaryota","Discosea_X","Centramoebia","Pellitida","Goceviidae","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Cavosteliida","Cavosteliida_X","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Flamellidae","ATCC50593-lineage","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Flamellidae","Flamella-lineage","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Flamellidae","WIM80-lineage","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Fractovitellida","Acramoebidae","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Fractovitellida","Schizoplasmodiidae","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Fractovitellida","Soliformoviidae","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Holomastigida","Holomastigida_X","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Holomastigida","Multiciliidae","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Protosteliida","Protosteliida_X","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Variosea_X","AND16-lineage","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Variosea_X","Filamoebidae","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Variosea_X","Ischnamoebidae","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Variosea_X","Mariager-Fjord-lineage","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Variosea_X","Mb5C-lineage","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Variosea_X","Phalansteriidae","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Variosea_X","Variosea_XX","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Variosea_X","WIM1-lineage","phagotrophs"
"Eukaryota","Evosea_X","Variosea","Variosea_X","WIM5-lineage","phagotrophs"
"Eukaryota","Tubulinea_X","Echinamoebida","Echinamoebida_X","Echinamoebidae","phagotrophs"
"Eukaryota","Tubulinea_X","Elardia","Arcellinida","Arcellinida_X","phagotrophs"
"Eukaryota","Tubulinea_X","Elardia","Arcellinida","Difflugina","phagotrophs"
"Eukaryota","Tubulinea_X","Elardia","Arcellinida","Heleopera-family","phagotrophs"
"Eukaryota","Tubulinea_X","Elardia","Arcellinida","Phryganellina","phagotrophs"
"Eukaryota","Tubulinea_X","Elardia","Arcellinida","Sphaerothecina","phagotrophs"
"Eukaryota","Tubulinea_X","Elardia","Euamoebida","Amoebidae","phagotrophs"
"Eukaryota","Tubulinea_X","Elardia","Euamoebida","Hartmannellidae","phagotrophs"
"Eukaryota","Tubulinea_X","Elardia","Euamoebida","LOS7N/I-lineage","phagotrophs"
"Eukaryota","Tubulinea_X","Elardia","Euamoebida","Nolandellidae","phagotrophs"
"Eukaryota","Tubulinea_X","Elardia","Euamoebida","Vermamoebidae","phagotrophs"
"Eukaryota","Tubulinea_X","Elardia","Leptomyxida","Flabellulidae","phagotrophs"
"Eukaryota","Tubulinea_X","Elardia","Leptomyxida","Leptomyxidae","phagotrophs"
"Eukaryota","Tubulinea_X","Elardia","Leptomyxida","Rhizamoeba-saxonica-lineage","phagotrophs"
"Eukaryota","Chlorophyta_X","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","phototrophs"
"Eukaryota","Chlorophyta_X","Chlorophyceae","Chaetopeltidales","Chaetopeltidaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Chlorophyceae","Chaetopeltidales","Chaetopeltidales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Chlorophyceae","Chaetophorales","Chaetophorales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Coccomyxaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Chlorophyceae","Chlorophyceae_X","Chlorophyceae_XX","phototrophs"
"Eukaryota","Chlorophyta_X","Chlorophyceae","Oedogoniales","Oedogoniales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Microsporaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Scenedesmaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Selenastraceae","phototrophs"
"Eukaryota","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Chlorophyta_XX","Chlorophyta_XXX","Chlorophyta_XXXX","phototrophs"
"Eukaryota","Chlorophyta_X","Chlorophyta_XX","Nephroselmidaceae","Nephroselmidaceae_X","phototrophs"
"Eukaryota","Chlorophyta_X","Mamiellophyceae","Dolichomastigales","Crustomastigaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Mamiellophyceae","Dolichomastigales","Dolichomastigaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Mamiellophyceae","Mamiellales","Bathycoccaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Mamiellophyceae","Mamiellales","Mamiellaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Mamiellophyceae","Mamiellophyceae_X","Mamiellophyceae_XX","phototrophs"
"Eukaryota","Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Nephroselmidophyceae","Nephroselmidales","Nephroselmidales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Pedinophyceae","Marsupiomonadales","Marsupiomonadaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Pedinophyceae","Pedinomonadales","Pedinomonadaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Pedinophyceae","Pedinophyceae_X","Pedinophyceae_XX","phototrophs"
"Eukaryota","Chlorophyta_X","Pyramimonadophyceae","Pyramimonadales","Halosphaeraceae","phototrophs"
"Eukaryota","Chlorophyta_X","Pyramimonadophyceae","Pyramimonadales","Pterospermaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Pyramimonadophyceae","Pyramimonadales","Pyramimonadales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Trebouxiophyceae","Ctenocladales","Ctenocladales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Trebouxiophyceae","Microthamniales","Microthamniales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Trebouxiophyceae","Phyllosiphonales","Phyllosiphonales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Trebouxiophyceae","Prasiolales","Prasiolales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Trebouxiophyceae","Trebouxiophyceae_X","Trebouxiophyceae_XX","phototrophs"
"Eukaryota","Chlorophyta_X","Trebouxiophyceae","Watanabea-Clade","Watanabea-Clade_X","phototrophs"
"Eukaryota","Chlorophyta_X","Ulvophyceae","Bryopsidales","Bryopsidales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Ulvophyceae","Bryopsidales","Ostreobiaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Ulvophyceae","Cladophorales","Cladophorales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Ulvophyceae","Dasycladales","Dasycladales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Ulvophyceae","Ignatiales","Ignatiaceae","phototrophs"
"Eukaryota","Chlorophyta_X","Ulvophyceae","Oltmansiellopsidales","Oltmansiellopsidales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Ulvophyceae","Trentepohliales","Trentepohliales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Ulvophyceae","Ulotrichales","Ulotrichales_X","phototrophs"
"Eukaryota","Chlorophyta_X","Ulvophyceae","Ulvales-relatives","Ulvales-relatives_X","phototrophs"
"Eukaryota","Chlorophyta_X","Ulvophyceae","Ulvophyceae_X","Ulvophyceae_XX","phototrophs"
"Eukaryota","Glaucophyta_X","Glaucocystophyceae","Glaucocystophytes","Cyanophoraceae","phototrophs"
"Eukaryota","Glaucophyta_X","Glaucocystophyceae","Glaucocystophytes","Cyanoptycaceae","phototrophs"
"Eukaryota","Glaucophyta_X","Glaucocystophyceae","Glaucocystophytes","Glaucocystaceae","phototrophs"
"Eukaryota","Glaucophyta_X","Glaucocystophyceae","Glaucocystophytes","Glaucocystophytes_X","phototrophs"
"Eukaryota","Rhodophyta_X","Bangiophyceae","Bangiales","Bangiaceae","phototrophs"
"Eukaryota","Rhodophyta_X","Bangiophyceae","Bangiophyceae_X","Bangiophyceae_XX","phototrophs"
"Eukaryota","Rhodophyta_X","Bangiophyceae","Cyanidiales","Cyanidiales_X","phototrophs"
"Eukaryota","Rigifilida_X","Rigifilida_XX","Rigifilida_XXX","Rigifilida_XXXX","phagotrophs"
"Eukaryota","Cryptophyta_X","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","phototrophs"
"Eukaryota","Cryptophyta_X","Cryptophyceae","Cryptomonadales","Hemiselmidaceae","phototrophs"
"Eukaryota","Cryptophyta_X","Cryptophyceae","Cryptophyceae-Basal-1","Cryptophyceae-Basal-1_X","phototrophs"
"Eukaryota","Cryptophyta_X","Cryptophyceae","Cryptophyceae-Basal-2","Cryptophyceae-Basal-2_X","phototrophs"
"Eukaryota","Cryptophyta_X","Cryptophyceae","Cryptophyceae_X","Cryptophyceae_XX","phototrophs"
"Eukaryota","Cryptophyta_X","Cryptophyceae","Goniomonadales","Goniomonadales_X","phototrophs"
"Eukaryota","Cryptophyta_X","Cryptophyceae","Pyrenomonadales","Baffinellaceae","phototrophs"
"Eukaryota","Cryptophyta_X","Cryptophyceae","Pyrenomonadales","Pyrenomonadaceae","phototrophs"
"Eukaryota","Kathablepharida","Kathablepharidea","Kathablepharidida","Kathablepharidida_X","phagotrophs"
"Eukaryota","Ancyromonadida_X","Ancyromonadida_XX","Ancyromonadida_XXX","Ancyromonadida_Group-1","phagotrophs"
"Eukaryota","Ancyromonadida_X","Ancyromonadida_XX","Ancyromonadida_XXX","Ancyromonadida_Group-2","phagotrophs"
"Eukaryota","Ancyromonadida_X","Ancyromonadida_XX","Ancyromonadida_XXX","Ancyromonadida_XXXX","phagotrophs"
"Eukaryota","Hemimastigophora_X","Hemimastigophora_XX","Hemimastigophora_XXX","Spironemidae","phagotrophs"
"Eukaryota","Discoba_X","Discoba_XX","Jakobida","Andaluciidae","parasites"
"Eukaryota","Discoba_X","Discoba_XX","Jakobida","Histionidae","parasites"
"Eukaryota","Discoba_X","Discoba_XX","Jakobida","Jakobida_X","parasites"
"Eukaryota","Discoba_X","Discoba_XX","Jakobida","Jakobidae","parasites"
"Eukaryota","Discoba_X","Discoba_XX","Jakobida","Moramonadidae","parasites"
"Eukaryota","Discoba_X","Discoba_XX","Jakobida","Stygiellidae","parasites"
"Eukaryota","Parabasalia","Trichomonadea","Honigbergiellida","Hexamastigidae","parasites"
"Eukaryota","Parabasalia","Trichomonadea","Honigbergiellida","Honigbergiellida_X","parasites"
"Eukaryota","Parabasalia","Trichomonadea","Honigbergiellida","Honigbergiellidae","parasites"
"Eukaryota","Parabasalia","Trichomonadea","Trichomonadida","Trichomonadidae","parasites"
"Eukaryota","Preaxostyla","Preaxostyla_X","Oxymonadida","Oxymonadida_X","parasites"
"Eukaryota","Preaxostyla","Preaxostyla_X","Oxymonadida","Oxymonadidae","parasites"
"Eukaryota","Preaxostyla","Preaxostyla_X","Oxymonadida","Polymastigidae","parasites"
"Eukaryota","Preaxostyla","Preaxostyla_X","Oxymonadida","Pyrsonymphidae","parasites"
"Eukaryota","Preaxostyla","Preaxostyla_X","Oxymonadida","Saccinobaculidae","parasites"
"Eukaryota","Preaxostyla","Preaxostyla_X","Oxymonadida","Streblomastigidae","parasites"
"Eukaryota","Preaxostyla","Preaxostyla_X","Preaxostyla_XX","Paramastigidae","parasites"
"Eukaryota","Preaxostyla","Preaxostyla_X","Preaxostyla_XX","Preaxostyla_XXX","parasites"
"Eukaryota","Preaxostyla","Preaxostyla_X","Preaxostyla_XX","Trimastigidae","parasites"
"Eukaryota","Centroplasthelida_X","Centroplasthelida_XX","Centroplasthelida_XXX","Centroplasthelida_XXXX","phagotrophs"
"Eukaryota","Centroplasthelida_X","Pterocystida","Microhelida","Microhelida_X","phagotrophs"
"Eukaryota","Centroplasthelida_X","Pterocystida","Pterista","Heterophryidae","phagotrophs"
"Eukaryota","Centroplasthelida_X","Pterocystida","Pterista","Oxnerellidae","phagotrophs"
"Eukaryota","Centroplasthelida_X","Pterocystida","Pterista","Pterocystidae","phagotrophs"
"Eukaryota","Centroplasthelida_X","Pterocystida","Pterocystida_X","Pterocystida_XX","phagotrophs"
"Eukaryota","Centroplasthelida_X","Pterocystida","Raphidista","Choanocystidae","phagotrophs"
"Eukaryota","Centroplasthelida_X","Pterocystida","Raphidista","Raphidiophryidae","phagotrophs"
"Eukaryota","Haptophyta_X","Pavlovophyceae","Pavlovales","Pavlovaceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Calcihaptophycidae","Calcihaptophycidae_X","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Calcihaptophycidae","Chrysoculteraceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Calcihaptophycidae","Rhabdosphaeraceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Calcihaptophycidae","Watznaueriaceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Coccolithales","Calcidiscaceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Coccolithales","Calyptrosphaeraceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Coccolithales","Chrysotilaceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Coccolithales","Coccolithaceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Coccolithales","Coccolithales_X","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Coccolithales","Hymenomonadaceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Isochrysidales","Isochrysidaceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Isochrysidales","Noelaerhabdaceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Isochrysidales","Prymnesiophyceae_Clade_C1","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Phaeocystales","Phaeocystaceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Prymnesiales_X","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Prymnesiophyceae_Clade_B3","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Prymnesiophyceae_Clade_B4","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Prymnesiophyceae_Clade_B5","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Prymnesiophyceae_Clade_D","Prymnesiophyceae_Clade_D_X","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Prymnesiophyceae_Clade_E","Prymnesiophyceae_Clade_E_X","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Prymnesiophyceae_Clade_F","Prymnesiophyceae_Clade_F_X","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Prymnesiophyceae_X","Braarudosphaeraceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Prymnesiophyceae_X","Prymnesiophyceae_XX","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Syracosphaerales","Syracosphaeraceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Syracosphaerales","Syracosphaerales_X","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Zygodiscales","Helicosphaeraceae","phototrophs"
"Eukaryota","Haptophyta_X","Prymnesiophyceae","Zygodiscales","Pontosphaeraceae","phototrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Acanthoecida","Acanthoecida_X","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Acanthoecida","Acanthoecidae","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Acanthoecida","Acanthoecidae_Group_G","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Acanthoecida","Stephanoecidae","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_D","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_E","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_F","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_H","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_I","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Acanthoecida","Stephanoecidae_New_Choanos_8","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellata_XX_Clade-2","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellata_XX_Clade-3","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellatea_XX","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellatea_XX_Group_L","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellatea_XX_Group_P","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellatea_XX_Group_Q","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellatea_XX_New_Choanos_7","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Craspedida","Monosigidae_Group_A","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Craspedida","Monosigidae_Group_B","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Craspedida","Monosigidae_Group_M","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Craspedida","Monosigidae_Group_N","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Craspedida","Monosigidae_Group_O","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Craspedida","Salpingoecidae_Group_C1","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Craspedida","Salpingoecidae_Group_C2","phagotrophs"
"Eukaryota","Choanoflagellata","Choanoflagellatea","Craspedida","Salpingoecidae_Group_C3","phagotrophs"
"Eukaryota","Filasterea","Filasterea_X","Capsasporida","Capsasporidae","phagotrophs"
"Eukaryota","Filasterea","Filasterea_X","Filasterea_XX","Filasterea_XXX","phagotrophs"
"Eukaryota","Filasterea","Filasterea_X","Ministerida","Ministeridae","phagotrophs"
"Eukaryota","Fungi","Aphelidiomycota","Aphelidiales","Aphelidiaceae","parasites"
"Eukaryota","Fungi","Ascomycota","Ascomycota_X","Ascomycota_XX","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Pezizomycotina","Arthoniomycetes","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Pezizomycotina","Geoglossomycetes","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Pezizomycotina","Laboulbeniomycetes","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Pezizomycotina","Lecanoromycetes","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Pezizomycotina","Lichinomycetes","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Pezizomycotina","New-Pezizomycotina-family","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Pezizomycotina","Orbiliomycetes","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Pezizomycotina","Pezizomycetes","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Pezizomycotina","Pezizomycotina_X","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Pezizomycotina","Sordariomycetes","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Saccharomycotina","Lipomycetaceae","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Saccharomycotina","Saccharomycetales","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Saccharomycotina","Saccharomycotina_X","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Saccharomycotina","Stephanoascales","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Taphrinomycotina","Archaeorhizomycetales","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Taphrinomycotina","Neolectomycetes","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Taphrinomycotina","Pneumocystidomycetes","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Taphrinomycotina","Schizosaccharomycetes","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Taphrinomycotina","Taphrinomycetes","phagotrophs"
"Eukaryota","Fungi","Ascomycota","Taphrinomycotina","Taphrinomycotina_X","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Agaricomycotina","Agaricomycotina_X","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Agaricomycotina","Dacrymycetes","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Agaricomycotina","Monilycetes","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Basidiomycota_X","Basidiomycota_XX","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Entorrhizomycetes","Entorrhizales","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Pucciniomycotina","Agaricostilbomycetes","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Pucciniomycotina","Atractiellomycetes","phagotrophs"
