"domain","subdivision","class","order","family","ecological_function"
"Eukaryota","Fungi","Basidiomycota","Pucciniomycotina","Cystobasidiomycetes","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Pucciniomycotina","Microbotryomycetes","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Pucciniomycotina","Mixiomycetes","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycetes","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycotina_X","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Pucciniomycotina","Tritirachiomycetes","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Ustilaginomycotina","Exobasidiomycetes","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Ustilaginomycotina","Ustilaginomycete","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Ustilaginomycotina","Ustilaginomycotina_X","phagotrophs"
"Eukaryota","Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","phagotrophs"
"Eukaryota","Fungi","Blastocladiomycota","Blastocladiomycotina","Blastocladiomycetes","parasites"
"Eukaryota","Fungi","Chytridiomycota","Calcarisporiellales","Calcarisporiellaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Chytridiales","Chytridiaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Chytridiales","Chytridiales_X","parasites"
"Eukaryota","Fungi","Chytridiomycota","Chytridiales","Chytridiomycetaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Chytridiales","Chytriomycetaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Chytridiomycota_X","Chytridiomycota_XX","parasites"
"Eukaryota","Fungi","Chytridiomycota","Cladochytriales","Cladochytriaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Cladochytriales","Cladochytriales_X","parasites"
"Eukaryota","Fungi","Chytridiomycota","Cladochytriales","Endochytriaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Cladochytriales","Nowakowskiellaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Cladochytriales","Septochytriaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Gromochytriales","Gromochytriaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Lobulomycetales","Lobulomycetaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Mesochytriales","Mesochytriaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Monoblepharidales","Gonapodyaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Monoblepharidales","Harpochytriaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Monoblepharidales","Monoblepharidaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Monoblepharidales","Oedogoniomycetaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Neocallimastigales","Neocallimastigaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Olpidiales","Olpidiaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Polychytriales","Polychytriales_X","parasites"
"Eukaryota","Fungi","Chytridiomycota","Polyphagales","Polyphagaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Rhizophlyctidales","Rhizophlyctidaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Rhizophydiales","Alphamycetaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Rhizophydiales","Ericiomycetaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Rhizophydiales","Gorgonomycetaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Rhizophydiales","Kappamycetaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","parasites"
"Eukaryota","Fungi","Chytridiomycota","Rhizophydiales","Staurastromycetaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Spizellomycetales","Powellomycetaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Spizellomycetales","Spizellomycetaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Spizellomycetales","Spizellomycetales_X","parasites"
"Eukaryota","Fungi","Chytridiomycota","Synchytriales","Synchytriaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Zygophlyctidales","Zygophlyctidaceae","parasites"
"Eukaryota","Fungi","Chytridiomycota","Zygorhizidiales","Zygorhizidiaceae","parasites"
"Eukaryota","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","parasites"
"Eukaryota","Fungi","Mucoromycota","Glomeromycotina","Archaeosporales","parasites"
"Eukaryota","Fungi","Mucoromycota","Glomeromycotina","Diversiporales","parasites"
"Eukaryota","Fungi","Mucoromycota","Glomeromycotina","Diversisporales","parasites"
"Eukaryota","Fungi","Mucoromycota","Glomeromycotina","Glomerales","parasites"
"Eukaryota","Fungi","Mucoromycota","Glomeromycotina","Glomeromycotina_X","parasites"
"Eukaryota","Fungi","Mucoromycota","Glomeromycotina","Paraglomus-family","parasites"
"Eukaryota","Fungi","Mucoromycota","Mortierellaceae","Mortierellaceae_X","parasites"
"Eukaryota","Fungi","Mucoromycota","Mucoromycotina","Endogonales","parasites"
"Eukaryota","Fungi","Mucoromycota","Mucoromycotina","Mucorales","parasites"
"Eukaryota","Fungi","Mucoromycota","Mucoromycotina","Mucoromycotina_X","parasites"
"Eukaryota","Fungi","Mucoromycota","Mucoromycotina","Umbelopsidales","parasites"
"Eukaryota","Fungi","Opisthosporidia","Microsporida","Microsporida_X","parasites"
"Eukaryota","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","parasites"
"Eukaryota","Fungi","Sanchytriomycota","Sanchytriales","Sanchytriaceae","parasites"
"Eukaryota","Fungi","Zoopagomycota","Entomophthoromycotina","Entomophthorales","parasites"
"Eukaryota","Fungi","Zoopagomycota","Entomophthoromycotina","Entomophthoromycotina_X","parasites"
"Eukaryota","Fungi","Zoopagomycota","Entomophthoromycotina","Neozygitaceae","parasites"
"Eukaryota","Fungi","Zoopagomycota","Kickxellomycotina","Dimargaritaceae","parasites"
"Eukaryota","Fungi","Zoopagomycota","Kickxellomycotina","Harpellales","parasites"
"Eukaryota","Fungi","Zoopagomycota","Kickxellomycotina","Kickxellales","parasites"
"Eukaryota","Fungi","Zoopagomycota","Kickxellomycotina","Kickxellomycotina_X","parasites"
"Eukaryota","Fungi","Zoopagomycota","Zoopagomycota_X","Zoopagomycota_XX","parasites"
"Eukaryota","Fungi","Zoopagomycota","Zoopagomycotina","Zoopagales","parasites"
"Eukaryota","Fungi","Zoopagomycota","Zoopagomycotina","Zoopagomycotina_X","parasites"
"Eukaryota","Ichthyosporea","Dermocystida","Dermocystida_X","Dermocystida_XX","parasites"
"Eukaryota","Ichthyosporea","Dermocystida","Rhynosporidae","Rhynosporidae_X","parasites"
"Eukaryota","Ichthyosporea","Ichthyophonida","Abeoformidae","Abeoformidae_Group_MAIP_1","parasites"
"Eukaryota","Ichthyosporea","Ichthyophonida","Abeoformidae","Abeoformidae_Group_MAIP_2","parasites"
"Eukaryota","Ichthyosporea","Ichthyophonida","Abeoformidae","Abeoformidae_Group_MAIP_3","parasites"
"Eukaryota","Ichthyosporea","Ichthyophonida","Abeoformidae","Abeoformidae_Group_MAIP_4","parasites"
"Eukaryota","Ichthyosporea","Ichthyophonida","Ichthyophonida_X","Ichthyophonida_XX","parasites"
"Eukaryota","Ichthyosporea","Ichthyophonida","Ichthyophonidae","Amoebidianae","parasites"
"Eukaryota","Ichthyosporea","Ichthyophonida","Ichthyophonidae","Eccrinales","parasites"
"Eukaryota","Ichthyosporea","Ichthyophonida","Ichthyophonidae","Ichthyosponidales","parasites"
"Eukaryota","Ichthyosporea","Ichthyophonida","Ichthyosphonida_X","Ichthyophonidae_Freshwater","parasites"
"Eukaryota","Ichthyosporea","Ichthyophonida","Ichthyosphonida_X","Ichthyosphonida_XX","parasites"
"Eukaryota","Ichthyosporea","Ichthyophonida","Pseudoperkinsidae","Pseudoperkinsidae_X","parasites"
"Eukaryota","Ichthyosporea","Ichthyophonida","Psorospermidae","Psorospermidae_X","parasites"
"Eukaryota","Pluriformea","Pluriformea_X","Pluriformea_XX","Pluriformea_XXX","phagotrophs"
"Eukaryota","Rotosphaerida","Rotosphaerida_X","Rotosphaerida_XX","Rotosphaerida_XXX","phagotrophs"
"Eukaryota","Nebulidia_X","Nebulidea","Nebulidida","Nebulidae","phagotrophs"
"Eukaryota","Alveolata_X","Alveolata_XX","Alveolata_XXX","Alveolata_XXXX","parasites"
"Eukaryota","Apicomplexa","Apicomplexa_X","Apicomplexa_XX","Apicomplexa_XXX","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Adeleida","Adeleida_X","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Adeleida","Adeleidae","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Adeleida","Dactylosomatidae","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Adeleida","Haemogregarinidae","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Adeleida","Hepatozoidae","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Adeleida","Klossiellidae","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Coccidiomorphea_X","Coccidiomorphea_XX","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Eimeriida","Calyptosporidae","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Eimeriida","Corallicolidae","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Eimeriida","Eimeriidae","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Eimeriida","Sarcocystidae","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Haemosporida","Plasmodiidae","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Marosporida","Aggregatidae","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Marosporida","Margolisiellidae","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Marosporida","Marosporida_X","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Marosporida","Rhytidocystidae","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Nephromycida","Nephromycidae","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Piroplasmorida","Babesiidae","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Piroplasmorida","Piroplasmorida1","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Piroplasmorida","Piroplasmorida2","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Piroplasmorida","Piroplasmorida3","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Piroplasmorida","Piroplasmorida4","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Piroplasmorida","Piroplasmorida5","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Piroplasmorida","Piroplasmorida6","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Piroplasmorida","Piroplasmorida_X","parasites"
"Eukaryota","Apicomplexa","Coccidiomorphea","Piroplasmorida","Theileriidae","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Cryptogregarinorida","Cryptosporidiidae","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Eugregarinorida","Cephaloidophoridae","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Eugregarinorida","Eugregarinorida_EUG1","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Eugregarinorida","Eugregarinorida_EUG2","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Eugregarinorida","Eugregarinorida_EUG3","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Eugregarinorida","Eugregarinorida_X","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Eugregarinorida","Ganymedidae","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Eugregarinorida","Lecudinidae","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Eugregarinorida","Paralecudinids","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Eugregarinorida","Polyplicariidae","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Eugregarinorida","Porosporidae","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Eugregarinorida","Trichotokaridae","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Eugregarinorida","Uradiphoridae","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Eugregarinorida","Urosporidae","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Eugregarinorida","Veloxidiidae","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Gregarinomorphea_X","Gregarinomorphea_XX","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Gregarinomorphea_X_GRE1","Gregarinomorphea_X_GRE1_X","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Gregarinomorphea_X_GRE2","Gregarinomorphea_X_GRE2_X","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Gregarinomorphea_X_GRE3","Gregarinomorphea_X_GRE3_X","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Gregarinomorphea_X_GRE4","Gregarinomorphea_X_GRE4_X","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Gregarinomorphea_X_GRE5","Gregarinomorphea_X_GRE5_X","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Gregarinomorphea_X_GRE6","Gregarinomorphea_X_GRE6_X","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Gregarinomorphea_X_GRE7","Gregarinomorphea_X_GRE7_X","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Neogregarinorida","Neogregarinorida_NEO2","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Neogregarinorida","Stylocephalidae","parasites"
"Eukaryota","Apicomplexa","Gregarinomorphea","Stenophorida","Stenophoridae","parasites"
"Eukaryota","Chrompodellids","Colpodellidea","Colpodellida","Alphamonaceae","phagotrophs"
"Eukaryota","Chrompodellids","Colpodellidea","Colpodellida","Chromeraceae","phagotrophs"
"Eukaryota","Chrompodellids","Colpodellidea","Colpodellida","Colpodellaceae","phagotrophs"
"Eukaryota","Chrompodellids","Colpodellidea","Colpodellida","Colpodellida_CHR1","phagotrophs"
"Eukaryota","Chrompodellids","Colpodellidea","Vitrelladida","Vitrellaceae","phagotrophs"
"Eukaryota","Ciliophora","Armophorea","Armophorea_X","ARMOP1","phagotrophs"
"Eukaryota","Ciliophora","Armophorea","Armophorea_X","Apometopidae","phagotrophs"
"Eukaryota","Ciliophora","Armophorea","Armophorea_X","Armophorea_XX","phagotrophs"
"Eukaryota","Ciliophora","Armophorea","Armophorea_X","Caenomorphidae","phagotrophs"
"Eukaryota","Ciliophora","Armophorea","Armophorea_X","Clevelandellida","phagotrophs"
"Eukaryota","Ciliophora","Armophorea","Armophorea_X","Metopidae","phagotrophs"
"Eukaryota","Ciliophora","Armophorea","Armophorea_X","Nyctotheridae","phagotrophs"
"Eukaryota","Ciliophora","Armophorea","Armophorea_X","Tropidoatractidae","phagotrophs"
"Eukaryota","Ciliophora","CONTH_2","CONTH_2_X","CONTH_2_XX","phagotrophs"
"Eukaryota","Ciliophora","CONTH_3","CONTH_3_X","CONTH_3_XX","phagotrophs"
"Eukaryota","Ciliophora","CONTH_4","CONTH_4_X","CONTH_4_XX","phagotrophs"
"Eukaryota","Ciliophora","CONTH_5","CONTH_5_X","CONTH_5_XX","phagotrophs"
"Eukaryota","Ciliophora","CONTH_7","CONTH_7_X","CONTH_7_XX","phagotrophs"
"Eukaryota","Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","phagotrophs"
"Eukaryota","Ciliophora","CONThreeP","CONThreeP_X","Cryptocaryonidae","phagotrophs"
"Eukaryota","Ciliophora","CONThreeP","CONThreeP_X","Discotrichidae","phagotrophs"
"Eukaryota","Ciliophora","Colpodea","Colpodea_X","Bardeliellidae","phagotrophs"
"Eukaryota","Ciliophora","Colpodea","Colpodea_X","Bursariomorphida","phagotrophs"
"Eukaryota","Ciliophora","Colpodea","Colpodea_X","Colpodida","phagotrophs"
"Eukaryota","Ciliophora","Colpodea","Colpodea_X","Cyrtolophosidida","phagotrophs"
"Eukaryota","Ciliophora","Colpodea","Colpodea_X","Jaroschiidae","phagotrophs"
"Eukaryota","Ciliophora","Colpodea","Colpodea_X","Platyophryida","phagotrophs"
"Eukaryota","Ciliophora","Colpodea","Colpodea_X","Sandmanniellidae","phagotrophs"
"Eukaryota","Ciliophora","Heterotrichea","Heterotrichea_X","Blepharismidae","phagotrophs"
"Eukaryota","Ciliophora","Heterotrichea","Heterotrichea_X","Climacostomidae","phagotrophs"
"Eukaryota","Ciliophora","Heterotrichea","Heterotrichea_X","Condylostomatidae","phagotrophs"
"Eukaryota","Ciliophora","Heterotrichea","Heterotrichea_X","Fabreidae","phagotrophs"
"Eukaryota","Ciliophora","Heterotrichea","Heterotrichea_X","Folliculinidae","phagotrophs"
"Eukaryota","Ciliophora","Heterotrichea","Heterotrichea_X","Gruberiidae","phagotrophs"
"Eukaryota","Ciliophora","Heterotrichea","Heterotrichea_X","Heterotrichea_XX","phagotrophs"
"Eukaryota","Ciliophora","Heterotrichea","Heterotrichea_X","Maristentoridae","phagotrophs"
"Eukaryota","Ciliophora","Heterotrichea","Heterotrichea_X","Peritromidae","phagotrophs"
"Eukaryota","Ciliophora","Heterotrichea","Heterotrichea_X","Spirostomidae","phagotrophs"
"Eukaryota","Ciliophora","Heterotrichea","Heterotrichea_X","Stentoridae","phagotrophs"
"Eukaryota","Ciliophora","Karyorelictea","Karyorelictea_X","Geleiidae","phagotrophs"
"Eukaryota","Ciliophora","Karyorelictea","Karyorelictea_X","Kentrophoridae","phagotrophs"
"Eukaryota","Ciliophora","Karyorelictea","Karyorelictea_X","Loxodidae","phagotrophs"
"Eukaryota","Ciliophora","Karyorelictea","Karyorelictea_X","Trachelocercidae","phagotrophs"
"Eukaryota","Ciliophora","Karyorelictea","Karyorelictea_X","Wilbertomorphidae","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Haptoria_1","Helicoprorodontidae","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Haptoria_2","Haptoria_2_X","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Haptoria_3","Haptoria_3_X","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Haptoria_4","Didiniidae","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Haptoria_5","Pleurostomatida","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Haptoria_6","Lacrymariidae","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Haptoria_7","Spathidiida","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Rhynchostomatia","Dileptidae","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Rhynchostomatia","Rhynchostomatia_X","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Rhynchostomatia","Tracheliidae","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Amylovoracidae","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Balantidiidae_1","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Balantidiidae_2","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Blepharocorythidae","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Buetschliidae","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Entodiniomorphida_3","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Entodiniomorphina_1","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Isotrichidae_1","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Isotrichidae_2","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Macropodiniida","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Macropodiniidae","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Ophryoscolecidae_1","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Ophryoscolecidae_2","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Polycostidae","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Pseudoentodiniidae","phagotrophs"
"Eukaryota","Ciliophora","Litostomatea","Trichostomatia","Trichostomatia_X","phagotrophs"
"Eukaryota","Ciliophora","Nassophorea","Nassophorea_X","Colpodidiidae","phagotrophs"
"Eukaryota","Ciliophora","Nassophorea","Nassophorea_X","Microthoracida","phagotrophs"
"Eukaryota","Ciliophora","Nassophorea","Nassophorea_X","Nassulida","phagotrophs"
"Eukaryota","Ciliophora","Nassophorea","Nassophorea_X","Pseudomicrothoracidae","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","Apostomatia","Apostomatia_X","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","Apostomatia","Foettingeriidae","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","Apostomatia","Opalinopsidae","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","Apostomatia","Pseudocolliniidae","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","Astomatia","Astomatida","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","Hymenostomatia","Deltopylidae","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","Hymenostomatia","Glaucomidae","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","Hymenostomatia","Ophryoglenida","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","Hymenostomatia","Tetrahymenida","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","OLIGO4","OLIGO4_X","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","OLIGO5","OLIGO5_X","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","OLIGO6","OLIGO6_X","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","OLIGO7","OLIGO7_X","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","OLIGO8","OLIGO8_X","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","Oligohymenophorea_X","Conchophthiridae","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","Oligohymenophorea_X","Oligohymenophorea_XX","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","Oligohymenophorea_X","Urocentridae","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","Peniculia","Frontoniidae-1","phagotrophs"
"Eukaryota","Ciliophora","Oligohymenophorea","Peniculia","Frontoniidae_1","phagotrophs"
