"domain","subdivision","class","order","family","ecological_function"
"Eukaryota","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Sarcomonadea","Pansomonadida","Agitatidae","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Sarcomonadea","Pansomonadida","Pansomonadida_X","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryomonadida_X","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Rhogostoma-lineage","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Ebriacea","Botuliformidae","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Ebriacea","Ebriida_X","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Ebriacea","Ebriidae","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Ebriacea","TAGIRI1-lineage","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Chlamydophryidae","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Filosa-Thecofilosea_XX","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Mataza-lineage","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Novel-Clade-4","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Tectofilosida","Pseudodifflugiidae","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Tectofilosida","Tectofilosida_X","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Ventricleftida","CCW10-lineage","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Ventricleftida","Ventricleftida_X","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Ventricleftida","Ventrifissuridae","phagotrophs"
"Eukaryota","Cercozoa","Filosa-Thecofilosea","Ventricleftida","Verrucomonadidae","phagotrophs"
"Eukaryota","Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","phagotrophs"
"Eukaryota","Cercozoa","Novel-clade-10-12","Novel-clade-10-12_X","Novel-clade-10-12_XX","phagotrophs"
"Eukaryota","Cercozoa","Novel-clade-10-12","Novel-clade-12","NC12A-lineage","phagotrophs"
"Eukaryota","Cercozoa","Novel-clade-10-12","Novel-clade-12","NC12B-lineage","phagotrophs"
"Eukaryota","Cercozoa","Novel-clade-10-12","Tremulida","Tremulidae","phagotrophs"
"Eukaryota","Rhizaria_X","Rhizaria_XX","Aquavolonida","Aquavolonida_X","phagotrophs"
"Eukaryota","Bigyra","Bicoecea","Anoecales","Anoecaceae","phagotrophs"
"Eukaryota","Bigyra","Bicoecea","Anoecales","Anoecales_X","phagotrophs"
"Eukaryota","Bigyra","Bicoecea","Anoecales","Caecitellaceae","phagotrophs"
"Eukaryota","Bigyra","Bicoecea","Anoecales","Cafeteriaceae","phagotrophs"
"Eukaryota","Bigyra","Bicoecea","Anoecales","Symbiomonaceae","phagotrophs"
"Eukaryota","Bigyra","Bicoecea","Bicoecales","Bicoecaceae","phagotrophs"
"Eukaryota","Bigyra","Bicoecea","Bicoecea_X","Bicoecea_XX","phagotrophs"
"Eukaryota","Bigyra","Bicoecea","Borokales","Borokaceae","phagotrophs"
"Eukaryota","Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","phagotrophs"
"Eukaryota","Bigyra","Opalozoa","Bicosoecida","MAST-16","phagotrophs"
"Eukaryota","Bigyra","Opalozoa","Bicosoecida","MAST-22","phagotrophs"
"Eukaryota","Bigyra","Opalozoa","Bicosoecida","MAST-24","phagotrophs"
"Eukaryota","Bigyra","Opalozoa","Nanomonadea","MAST-3","phagotrophs"
"Eukaryota","Bigyra","Opalozoa","Opalinata","Blastocystis-Group","parasites"
"Eukaryota","Bigyra","Opalozoa","Opalinata","Nucleohelea","parasites"
"Eukaryota","Bigyra","Opalozoa","Opalinata","Opalinidae","parasites"
"Eukaryota","Bigyra","Opalozoa","Opalinata","Proteromonadidae","parasites"
"Eukaryota","Bigyra","Opalozoa","Opalozoa_X","MAST-12","phagotrophs"
"Eukaryota","Bigyra","Opalozoa","Opalozoa_X","Opalozoa_XX","parasites"
"Eukaryota","Bigyra","Opalozoa","Placidida","Placidiales","parasites"
"Eukaryota","Bigyra","Opalozoa","Placidida","Placidida_X","parasites"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Amphitraemidae","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Diplophrydaceae","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulaceae","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB1/6/8","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB10","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB11","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB12","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB13","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB14","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB15","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB16","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB2","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB3","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB4","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB5","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB7","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB9","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_X","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Oblongichytridiaceae","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Labyrinthulomycetes","Thraustochytriaceae","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Pseudophyllomitidae","MAST-6","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Pseudophyllomitidae","Pseudophyllomitidae_X","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Sagenista_X","MAST-10","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Sagenista_X","MAST-11","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Sagenista_X","MAST-20","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Sagenista_X","MAST-4","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Sagenista_X","MAST-7","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Sagenista_X","MAST-8","phagotrophs"
"Eukaryota","Bigyra","Sagenista","Sagenista_X","MAST-9","phagotrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Achnanthales","Achnanthaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Achnanthales","Achnanthidiaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Achnanthales","Cocconeidaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Bacillariales","Bacillariaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Bacillariophyceae_X","Bacillariophyceae_XX","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Cyclophorales","Cyclophoraceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Cymbellales","Anomoeoneidaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Cymbellales","Cymbellaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Cymbellales","Gomphonemataceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Eunotiales","Eunotiaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Fragilariales","Fragilariaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Fragilariales","Staurosiraceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Koernerellales","Koernerellacae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Licmophorales","Licmophoraceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Licmophorales","Ulnariaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Lyrellales","Lyrellaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Mastogloiales","Mastogloiaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Naviculales","Amphipleuraceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Naviculales","Berkeleyaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Naviculales","Diadesmidaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Naviculales","Diploneidaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Naviculales","Naviculaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Naviculales","Naviculales_X","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Naviculales","Neidiaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Naviculales","Pinnulariaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Naviculales","Plagiotropidaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Naviculales","Pleurosigmataceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Naviculales","Sellaphoraceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Naviculales","Stauroneidaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Plagiogrammales","Plagiogrammaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Protoraphidales","Protoraphidaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Rhabdonematales","Grammatophoraceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Rhabdonematales","Rhabdonemataceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Rhabdonematales","Tabellariaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Rhaphoneidales","Asterionellopsidaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Rhaponeidales","Rhaphoneidaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Rhopalodiales","Rhopalodiaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Striatellales","Florellaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Striatellales","Striatellaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Surirellales","Entomoneidaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Surirellales","Surirellaceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Thalassionematales","Thalassionemataceae","phototrophs"
"Eukaryota","Gyrista","Bacillariophyceae","Thalassiophysales","Catenulaceae","phototrophs"
"Eukaryota","Gyrista","Bolidophyceae","Parmales","Parmales_X","phototrophs"
"Eukaryota","Gyrista","Bolidophyceae","Parmales","Parmales_env_1","phototrophs"
"Eukaryota","Gyrista","Bolidophyceae","Parmales","Parmales_env_2","phototrophs"
"Eukaryota","Gyrista","Bolidophyceae","Parmales","Parmales_env_3","phototrophs"
"Eukaryota","Gyrista","Bolidophyceae","Parmales","Triparmaceae","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Apoikiales","Apoikiaceae","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Chromulinales","Chromulinaceae","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Chromulinales","Chromulinales_X","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Chromulinales","Chrysamoebaceae","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Chromulinales","Chrysosphaerellaceae","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Chrysophyceae_Clade-EC2H","Chrysophyceae_Clade-EC2H_X","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Chrysophyceae_Clade-EC2I","Chrysophyceae_Clade-EC2I_X","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Chrysophyceae_Cluster-I","Chrysophyceae_Cluster-I_X","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Chrysophyceae_Cluster-II","Chrysophyceae_Cluster-II_X","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Chrysophyceae_env_clade-I","Chrysophyceae_env_clade-I_X","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Chrysophyceae_env_clade-II","Chrysophyceae_env_clade-II_X","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Chrysosaccales","Chrysophyceae_Clade-E","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Chrysosaccales","Chrysosaccaceae","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Chrysosaccales","Stylococcaceae","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Hibberdiales","Hibberdiaceae","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Hibberdiales","Hibberdiales_Clade-Env-2","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Hibberdiales","Hibberdiales_X","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Hydrurales","Hydruraceae","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Hydrurales","Hydrurales_Clade-II","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Hydrurales","Hydrurales_Clade-III","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Hydrurales","Hydrurales_X","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadaceae","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadales_X","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadales_clade-V","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadales_clade-VI","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadales_clade-VII","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadales_clade-VIII","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadales_clade-X","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadales_clade-XI","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadales_clade-XII","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadales_clade-XIII","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Paraphysomonadales","Lepidochromonadaceae","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Paraphysomonadales","Paraphysomonadaceae","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Paraphysomonadales","Paraphysomonadales_Clade-EC1Ga","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Paraphysomonadales","Paraphysomonadales_Clade-EC1Gb","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Paraphysomonadales","Paraphysomonadales_X","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Segregatospumellales","Segregatospumellaceae","phototrophs"
"Eukaryota","Gyrista","Chrysophyceae","Synurales","Synuraceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Asterolamprales","Asterolampraceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Aulacoseirales","Aulacoseiraceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Corethrales","Corethraceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Coscinodiscales","Aulacodiscaceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Coscinodiscales","Coscinodiscaceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Coscinodiscales","Heliopeltaceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Coscinodiscales","Hemidiscaceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Coscinodiscophyceae_X","Coscinodiscophyceae_XX","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Melosirales","Hyalodiscaceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Melosirales","Melosiraceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Paraliales","Paraliaceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Paraliales","Radialiplicataceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Stellarimales","Stellarimaceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Stellarimales","Trigoniumaceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Stephanopyxales","Endictyaceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Stephanopyxales","Hydroseraceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Stephanopyxales","Stephanopyxidaceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Stictodiscales","Chrysanthemodiscaceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Stictodiscales","Stictodiscaceae","phototrophs"
"Eukaryota","Gyrista","Coscinodiscophyceae","Triceratiales","Triceratiaceae","phototrophs"
"Eukaryota","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Dictyochales","phototrophs"
"Eukaryota","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Dictyochophyceae_XX","phototrophs"
"Eukaryota","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Florenciellales","phototrophs"
"Eukaryota","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","phototrophs"
"Eukaryota","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Rhizochromulinales","phototrophs"
"Eukaryota","Gyrista","Eustigmatophyceae","Eustigmatophyceae_X","Eustigmatophyceae_XX","phototrophs"
"Eukaryota","Gyrista","Gyrista_X","Gyrista_XX","MAST-1","phagotrophs"
"Eukaryota","Gyrista","Gyrista_X","Gyrista_XX","MAST-2","phagotrophs"
"Eukaryota","Gyrista","Gyrista_X","Gyrista_XX","MAST-23","phagotrophs"
"Eukaryota","Gyrista","Hyphochytriomyceta","Hyphochytriales","Hyphochrytriaceae","parasites"
"Eukaryota","Gyrista","Hyphochytriomyceta","Hyphochytriales","Hyphochytrydiales_X","parasites"
"Eukaryota","Gyrista","MOCH-3","MOCH-3_X","MOCH-3_XX","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Anaulales","Anaulaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Ardissoneales","Ardissoneaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Biddulphiales","Attheyaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Biddulphiales","Bellerocheaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Biddulphiales","Biddulphiaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Chaetocerotales","Leptocylindraceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Cymatosirales","Cymatosiraceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Eupodiscales","Eupodiscaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Eupodiscales","Odontellaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Eupodiscales","Parodontellaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Hemiaulales","Hemiaulaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Hemiaulales","Isthmiaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Lithodesmiales","Lithodesmiaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Mediophyceae_X","Mediophyceae_XX","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Probosciales","Probosciaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Thalassiosirales","Lauderiaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Thalassiosirales","Skeletonemaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Thalassiosirales","Stephanodiscaceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Thalassiosirales","Thalassiosiraceae","phototrophs"
"Eukaryota","Gyrista","Mediophyceae","Thalassiosirales","Thalassiosirales_X","phototrophs"
"Eukaryota","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Atkinsiellales","parasites"
"Eukaryota","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Eurychasmales","parasites"
"Eukaryota","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Haliphthorales","parasites"
"Eukaryota","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Haptoglossales","parasites"
"Eukaryota","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Leptomitales","parasites"
"Eukaryota","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Olpidophydiales","parasites"
"Eukaryota","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales","parasites"
"Eukaryota","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporomycetes_XX","parasites"
"Eukaryota","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Saprolegniales","parasites"
"Eukaryota","Gyrista","Pirsoniales","Pirsoniales_X","Pirsoniales_XX","parasites"
"Eukaryota","Gyrista","Raphidophyceae","Raphidophyceae_X","Raphidophyceae_XX","phototrophs"
"Eukaryota","Gyrista","Synchromophyceae","Synchromadales","Synchromaceae","phototrophs"
"Eukaryota","Gyrista","Synchromophyceae","Synchromophyceae_X","Synchromophyceae_XX","phototrophs"
"Eukaryota","Gyrista","Xanthophyceae","Xanthophyceae_X","Xanthophyceae_XX","phototrophs"
"Eukaryota","Stramenopiles_X","Stramenopiles_X-Group-3","Stramenopiles_X-Group-3_X","Stramenopiles_X-Group-3_XX","phagotrophs"
"Eukaryota","Stramenopiles_X","Stramenopiles_XX","Stramenopiles_XXX","MAST-21","phagotrophs"
"Eukaryota","Stramenopiles_X","Stramenopiles_XX","Stramenopiles_XXX","MAST-25","phagotrophs"
"Eukaryota","Stramenopiles_X","Stramenopiles_XX","Stramenopiles_XXX","Stramenopiles_XXXX","phagotrophs"
"Eukaryota","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-1","phagotrophs"
"Eukaryota","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","phagotrophs"
"Eukaryota","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia_XXXX","phagotrophs"
